DATE,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
2020-06-05,2091.6,2098.0,2040.3,2091.55,2053.0,2048.25,2054.59,2296.2,1506.05,3573299,7341657005.9,143792
2020-06-08,2078.25,2095.0,2062.1,2048.25,2070.0,2071.75,2078.75,2296.2,1506.05,2957841,6148612154.35,108037
2020-06-09,2063.1,2095.5,2060.25,2071.75,2075.0,2072.05,2079.22,2296.2,1506.05,2910152,6050853764.5,150567
2020-06-10,2077.05,2132.0,2073.5,2072.05,2109.0,2108.75,2108.53,2296.2,1506.05,5168494,10897927412.75,187675
2020-06-11,2100.0,2105.0,2061.8,2108.75,2069.0,2067.65,2077.3,2296.2,1506.05,2269569,4714585319.9,100095
2020-06-12,2011.2,2049.2,2011.0,2067.65,2037.6,2039.5,2026.47,2296.2,1506.05,2842757,5760775770.15,130558
2020-06-15,2039.1,2059.0,2000.95,2039.5,2036.2,2029.9,2027.78,2296.2,1506.05,2399028,4864706967.65,97163
2020-06-16,2065.0,2073.95,2031.0,2029.9,2041.8,2045.8,2051.87,2296.2,1506.05,2146528,4404387581.95,89213
2020-06-17,2046.0,2058.85,2026.55,2045.8,2048.0,2047.8,2042.73,2296.2,1506.05,2703546,5522609994.85,92658
2020-06-18,2045.0,2059.2,2025.2,2047.8,2036.2,2038.1,2039.63,2296.2,1506.05,1944471,3966007263.55,77874
2020-06-19,2042.0,2090.0,2032.0,2038.1,2043.65,2044.6,2050.29,2296.2,1506.05,5681784,11649300600.55,152183
2020-06-22,2050.0,2052.25,2019.15,2044.6,2032.0,2027.95,2033.74,2296.2,1506.05,3196138,6500116008.4,109018
2020-06-23,2027.0,2044.0,2010.0,2027.95,2039.0,2035.3,2027.43,2296.2,1506.05,4206122,8527623665.4,136481
2020-06-24,2034.0,2064.25,2031.6,2035.3,2042.0,2042.2,2052.03,2296.2,1506.05,2560951,5255143082.7,125500
2020-06-25,2035.0,2060.0,2009.25,2042.2,2015.4,2016.1,2033.26,2296.2,1506.05,3044089,6189426011.2,127554
2020-06-26,2025.0,2132.0,2019.95,2016.1,2115.2,2118.85,2095.55,2296.2,1506.05,6300912,13203873993.95,237429
2020-06-29,2108.0,2127.6,2091.3,2118.85,2103.45,2101.65,2104.79,2296.2,1506.05,3076344,6475066353.75,109993
2020-06-30,2100.0,2111.9,2075.05,2101.65,2085.05,2082.15,2091.7,2296.2,1506.05,3071877,6425458895.35,121691
2020-07-01,2079.7,2113.95,2079.5,2082.15,2095.0,2092.05,2100.06,2296.2,1506.05,2503466,5257440478.8,103067
2020-07-02,2102.0,2165.0,2098.0,2092.05,2159.0,2157.15,2143.79,2296.2,1506.05,3758709,8057866454.25,140145
