DATE,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES,Return,MA_20,MA_50,Target
2021-09-22,3862.5,3896.85,3852.45,3862.95,3856.75,3862.15,3873.71,3981.75,2302.6,1744067,6756003293.95,93000,-0.0002070956134559987,3806.575,3509.4040000000005,1
2021-09-23,3870.0,3879.0,3835.0,3862.15,3872.0,3869.25,3859.54,3981.75,2302.6,2003869,7734019886.4,131024,0.0018383542845306078,3817.0875,3522.927,1
2021-09-24,3890.0,3944.4,3855.0,3869.25,3878.75,3871.3,3908.95,3981.75,2302.6,2320754,9071718889.85,185756,0.0005298184402662276,3827.0600000000004,3536.6020000000003,0
2021-09-27,3900.0,3904.0,3802.9,3871.3,3839.0,3836.95,3842.81,3981.75,2366.0,1673362,6430415744.6,126569,-0.00887298840182893,3832.9,3549.05,0
2021-09-28,3850.0,3850.0,3751.25,3836.95,3777.05,3779.15,3784.75,3981.75,2366.0,2253075,8527330472.4,140925,-0.015064048267504071,3836.7924999999996,3560.574,1
2021-09-29,3759.8,3806.0,3722.15,3779.15,3794.55,3791.9,3767.14,3981.75,2366.0,2489161,9377015958.3,138418,0.0033737745260178365,3837.065,3572.5159999999996,0
2021-09-30,3805.0,3805.0,3750.1,3791.9,3778.7,3775.55,3773.28,3981.75,2366.0,2252412,8498981489.3,145940,-0.004311822569160517,3840.095,3584.335,0
2021-10-01,3781.75,3810.0,3725.0,3775.55,3728.65,3730.2,3747.99,3981.75,2366.0,1578374,5915725343.65,132388,-0.012011495013971585,3834.7675000000004,3594.823,1
2021-10-04,3724.8,3783.65,3707.45,3730.2,3779.0,3773.3,3762.58,3981.75,2600.05,1356860,5105290641.5,82301,0.01155434024985258,3831.3299999999995,3605.962,1
2021-10-05,3754.0,3840.0,3741.6,3773.3,3839.1,3833.3,3785.15,3981.75,2600.05,1877966,7108385858.15,107053,0.015901200540640925,3830.3949999999995,3618.3709999999996,0
2021-10-06,3836.0,3857.45,3795.0,3833.3,3813.8,3810.9,3830.18,3981.75,2600.05,1678154,6427634316.05,105524,-0.005843529074165854,3830.1450000000004,3630.638,1
2021-10-07,3830.0,3899.0,3820.05,3810.9,3898.0,3892.9,3868.01,3981.75,2600.05,1647233,6371521151.0,100510,0.021517226901781816,3836.0824999999995,3644.837,1
2021-10-08,3925.0,3989.9,3900.0,3892.9,3943.0,3935.65,3947.83,3989.9,2600.05,2934339,11584283174.7,178433,0.010981530478563428,3843.2949999999996,3659.594,0
2021-10-11,3755.0,3757.5,3660.0,3935.65,3687.95,3685.6,3702.67,3989.9,2600.05,11845402,43859658074.25,704881,-0.06353461308805408,3835.3075,3669.390000000001,0
2021-10-12,3706.0,3707.0,3630.6,3685.6,3656.2,3652.85,3658.54,3989.9,2600.05,5752877,21047120430.0,371571,-0.00888593444757979,3823.655,3679.098,1
2021-10-13,3650.0,3675.45,3645.0,3652.85,3658.05,3655.2,3655.85,3989.9,2600.05,3545655,12962366655.15,228263,0.0006433332877069375,3808.6875,3687.8140000000003,0
2021-10-14,3625.0,3670.0,3608.2,3655.2,3614.8,3611.45,3626.77,3989.9,2600.05,6442299,23364720249.3,406019,-0.011969249288684591,3794.095,3694.345,1
2021-10-18,3603.45,3652.7,3601.45,3611.45,3649.0,3647.15,3631.23,3989.9,2600.05,3590107,13036517799.15,213590,0.0098852261556992,3785.06,3701.809,0
2021-10-19,3669.0,3690.1,3625.2,3647.15,3634.45,3634.15,3661.85,3989.9,2600.05,3135441,11481500581.85,191609,-0.003564427018356797,3775.5925,3708.813,0
2021-10-20,3612.0,3630.0,3578.3,3634.15,3607.95,3608.85,3606.05,3989.9,2600.05,2933693,10579039337.05,175675,-0.006961737957981939,3762.8875,3714.7940000000003,0
2021-10-21,3604.1,3607.45,3511.25,3608.85,3532.85,3532.5,3546.27,3989.9,2600.05,4871211,17274650004.55,295349,-0.021156324036742946,3746.4049999999997,3718.99,0
2021-10-22,3560.0,3561.6,3485.0,3532.5,3501.85,3498.85,3511.44,3989.9,2600.05,2691670,9451650099.45,163976,-0.009525831564048182,3727.8849999999998,3722.289,0
2021-10-25,3503.0,3514.55,3450.0,3498.85,3491.0,3492.95,3477.23,3989.9,2600.05,2595594,9025471433.6,139684,-0.0016862683453134908,3708.9674999999997,3725.264,0
2021-10-26,3494.5,3529.0,3475.0,3492.95,3485.9,3482.6,3494.69,3989.9,2600.05,3878763,13555085104.1,155172,-0.0029631114101260625,3691.25,3727.8810000000003,1
2021-10-27,3483.0,3511.25,3483.0,3482.6,3488.45,3489.75,3495.53,3989.9,2600.05,2510813,8776620129.0,122328,0.00205306380290593,3676.78,3728.408,0
2021-10-28,3518.0,3518.0,3415.0,3489.75,3423.0,3421.65,3450.19,3989.9,2600.05,2424942,8366511722.1,187690,-0.019514291854717314,3658.2674999999995,3727.382,0
2021-10-29,3400.05,3461.0,3385.95,3421.65,3404.0,3397.75,3424.21,3989.9,2600.05,3960501,13561601567.6,241935,-0.00698493416918744,3639.3775,3724.276,1
2021-11-01,3437.95,3487.0,3412.95,3397.75,3482.35,3476.4,3445.74,3989.9,2600.05,2020718,6962871688.9,154841,0.023147671253035185,3626.6875,3722.593,1
2021-11-02,3494.0,3513.6,3469.75,3476.4,3484.0,3484.2,3490.81,3989.9,2600.05,3087414,10777567152.9,134659,0.0022437003797031174,3612.2325000000005,3721.087,1
2021-11-03,3504.2,3519.9,3466.05,3484.2,3488.0,3492.25,3492.58,3989.9,2600.05,1537639,5370327266.85,98779,0.0023104299408760465,3595.1800000000003,3718.184,1
2021-11-04,3512.95,3513.25,3505.0,3492.25,3508.65,3508.65,3509.12,3989.9,2600.05,328991,1154468248.3,42244,0.004696112821247045,3580.0674999999997,3716.093,0
2021-11-08,3548.0,3548.0,3481.2,3508.65,3506.0,3502.75,3503.3,3989.9,2607.05,2526082,8849622221.8,144893,-0.0016815584341556278,3560.56,3712.968,1
2021-11-09,3508.0,3535.0,3496.0,3502.75,3503.0,3505.7,3508.51,3989.9,2607.05,1782692,6254594395.95,90441,0.0008421954178858826,3539.0625,3709.645,0
2021-11-10,3498.0,3519.7,3480.2,3505.7,3484.95,3484.3,3494.09,3989.9,2607.05,1516489,5298754955.55,115924,-0.006104344353481395,3528.9975,3704.928,1
2021-11-11,3480.0,3510.05,3436.0,3484.3,3505.0,3488.2,3464.62,3989.9,2607.05,1284514,4450347031.55,98386,0.0011193066039087984,3520.7649999999994,3700.666,1
2021-11-12,3506.0,3534.15,3485.7,3488.2,3524.0,3526.05,3509.52,3989.9,2607.05,1747259,6132048785.7,98323,0.010850868642853229,3514.3075,3695.458,1
2021-11-15,3528.0,3569.6,3528.0,3526.05,3550.0,3553.3,3554.41,3989.9,2607.05,1809157,6430484084.55,113981,0.007728194438536118,3511.4,3692.225,1
2021-11-16,3569.0,3575.55,3542.0,3553.3,3548.0,3556.4,3560.79,3989.9,2607.05,2013204,7168605743.85,105284,0.0008724284467958032,3506.8625,3686.6180000000004,0
2021-11-17,3550.6,3562.85,3506.4,3556.4,3520.8,3521.9,3533.85,3989.9,2607.05,1632914,5770466506.8,126358,-0.009700821054999476,3501.25,3680.215,0
2021-11-18,3515.15,3520.85,3451.6,3521.9,3471.95,3475.7,3478.49,3989.9,2607.05,2136598,7432143867.4,135284,-0.013117919304920678,3494.5925,3672.6890000000003,0
2021-11-22,3478.4,3515.95,3440.3,3475.7,3463.75,3458.4,3482.5,3989.9,2624.45,3167936,11032349106.2,169460,-0.0049774146215150195,3490.8875,3665.539,1
2021-11-23,3445.0,3480.95,3407.8,3458.4,3472.0,3464.25,3455.05,3989.9,2624.45,2153461,7440308037.35,160137,0.0016915336571825534,3489.1575,3659.3410000000003,0
2021-11-24,3472.2,3493.05,3424.0,3464.25,3431.95,3443.3,3469.8,3989.9,2624.45,2161746,7500832834.1,163891,-0.006047485025618804,3486.675,3652.3790000000004,1
2021-11-25,3443.9,3463.0,3434.05,3443.3,3450.0,3445.9,3451.54,3989.9,2624.45,1849619,6384030188.95,102359,0.0007550895942844971,3484.84,3644.39,1
2021-11-26,3425.0,3490.0,3411.9,3445.9,3439.2,3446.85,3454.4,3989.9,2624.45,1941251,6705853480.8,156945,0.00027568995037574595,3482.6949999999997,3635.6090000000004,1
2021-11-29,3447.15,3529.35,3406.45,3446.85,3503.5,3502.0,3490.28,3989.9,2624.45,2981745,10407130645.3,206893,0.0160001160479859,3486.7125,3626.558,1
2021-11-30,3491.0,3563.75,3491.0,3502.0,3535.0,3529.15,3535.48,3989.9,2624.45,5588446,19757846113.05,208979,0.007752712735579648,3493.2825000000003,3619.075,1
2021-12-01,3535.0,3590.0,3535.0,3529.15,3581.0,3577.8,3568.53,3989.9,2624.45,2102118,7501467334.9,177235,0.013785189068189263,3498.3524999999995,3614.074,1
2021-12-02,3589.2,3648.0,3574.1,3577.8,3637.0,3642.9,3614.21,3989.9,2624.45,3152938,11395387802.95,146031,0.01819553915814187,3506.2875,3610.462,0
2021-12-03,3646.45,3665.95,3630.85,3642.9,3641.0,3640.45,3644.63,3989.9,2624.45,2486263,9061499107.35,136470,-0.0006725411073595922,3513.6974999999998,3606.012,0
2021-12-06,3640.45,3658.0,3522.0,3640.45,3533.8,3536.4,3585.65,3989.9,2706.15,1849642,6632172778.45,117199,-0.028581631391723428,3515.085,3599.4970000000003,1
2021-12-07,3562.5,3598.0,3524.3,3536.4,3589.9,3584.5,3572.57,3989.9,2706.15,1484458,5303328386.25,107141,0.013601402556271847,3519.1724999999997,3593.802,1
2021-12-08,3601.0,3646.45,3601.0,3584.5,3624.0,3626.9,3631.02,3989.9,2706.15,1428660,5187489131.6,88625,0.01182870693262661,3525.2325000000005,3588.914,0
2021-12-09,3610.0,3634.75,3566.0,3626.9,3600.0,3601.75,3593.64,3989.9,2706.15,1567957,5634666502.4,100995,-0.006934296506658555,3531.1050000000005,3584.21,1
2021-12-10,3585.0,3642.0,3575.1,3601.75,3630.0,3636.8,3611.25,3989.9,2706.15,1510718,5455578667.05,69648,0.00973138057888523,3538.5350000000008,3581.363,0
2021-12-13,3650.0,3662.0,3601.7,3636.8,3615.0,3609.65,3626.62,3989.9,2755.0,1883864,6832065637.6,93875,-0.007465354157501158,3542.715,3577.7180000000003,1
2021-12-14,3605.0,3635.0,3576.7,3609.65,3619.95,3623.8,3618.04,3989.9,2755.0,1747007,6320734400.1,105436,0.003920047650049163,3546.2400000000002,3574.683,0
2021-12-15,3620.0,3623.0,3558.15,3623.8,3571.0,3570.35,3575.02,3989.9,2755.0,1603233,5731595939.6,109534,-0.01474971024891003,3546.9375,3571.4860000000003,1
2021-12-16,3582.0,3608.45,3570.0,3570.35,3585.0,3581.6,3582.96,3989.9,2755.0,2072320,7425032318.85,93950,0.003150951587379325,3549.9224999999997,3567.652,1
2021-12-17,3602.5,3651.35,3573.7,3581.6,3574.9,3584.35,3608.9,3989.9,2755.0,4333992,15640958964.15,213460,0.0007678132678132776,3555.3550000000005,3562.673,0
2021-12-20,3589.0,3606.0,3510.15,3584.35,3559.3,3556.9,3569.27,3989.9,2785.0,2312310,8253261975.1,146094,-0.007658292298464153,3560.28,3557.5930000000003,1
2021-12-21,3582.65,3641.2,3566.4,3556.9,3611.0,3608.3,3617.22,3989.9,2785.0,2340989,8467877601.9,118423,0.014450785796620735,3567.4825000000005,3551.901,1
2021-12-22,3624.0,3636.8,3606.25,3608.3,3628.3,3630.75,3625.84,3989.9,2785.0,1224328,4439223316.5,102255,0.006221766482831237,3576.8550000000005,3545.803,1
2021-12-23,3648.0,3670.5,3630.0,3630.75,3660.65,3662.7,3656.52,3989.9,2785.0,1792861,6555623174.05,98445,0.008799834744887436,3587.6949999999997,3545.345,1
2021-12-24,3685.0,3705.0,3644.8,3662.7,3671.0,3670.9,3673.31,3989.9,2785.0,2209923,8117727561.7,88664,0.002238785595325865,3598.8975,3545.706,1
2021-12-27,3671.0,3700.0,3653.1,3670.9,3696.5,3696.1,3684.66,3989.9,2845.0,1534135,5652764172.3,80828,0.006864801547304511,3608.6025,3546.5240000000003,1
2021-12-28,3710.0,3725.0,3693.85,3696.1,3706.95,3706.55,3713.05,3989.9,2845.0,1456218,5407012571.25,83968,0.002827304456048285,3617.4725,3548.426,0
2021-12-29,3692.25,3719.95,3685.0,3706.55,3688.05,3694.7,3704.9,3989.9,2845.0,1456923,5397758672.0,94120,-0.0031970430723989862,3623.3175,3549.377,1
2021-12-30,3681.35,3740.0,3680.0,3694.7,3737.0,3733.75,3725.52,3989.9,2845.0,1966475,7326133567.9,105274,0.01056919370990883,3627.8599999999997,3551.369,1
2021-12-31,3742.8,3760.0,3731.3,3733.75,3740.0,3738.35,3744.51,3989.9,2845.0,1207141,4520149056.45,101227,0.0012320053565451072,3632.755,3553.959,1
2022-01-03,3750.0,3830.0,3745.0,3738.35,3815.0,3817.75,3807.43,3989.9,2880.0,2346158,8932827981.15,143798,0.02123931681089264,3646.8225000000007,3559.6639999999998,1
2022-01-04,3831.1,3889.15,3811.7,3817.75,3878.7,3884.75,3859.3,3989.9,2880.0,2488606,9604274014.3,141253,0.017549603824241977,3661.8350000000005,3567.3819999999996,0
2022-01-05,3865.0,3870.0,3812.4,3884.75,3856.0,3860.95,3847.67,3989.9,2880.0,1733031,6668131688.0,136018,-0.006126520368106125,3673.5375,3574.742,0
2022-01-06,3812.0,3835.0,3772.0,3860.95,3809.95,3807.45,3802.98,3989.9,2880.0,1810293,6884500149.55,135529,-0.013856693300871581,3683.8224999999998,3581.239,1
2022-01-07,3820.0,3864.9,3796.4,3807.45,3858.9,3853.5,3839.03,3989.9,2880.0,2460591,9446283701.75,157006,0.012094709057243191,3694.6575,3588.514,1
2022-01-10,3978.0,3978.0,3861.0,3853.5,3884.0,3879.85,3897.84,3989.9,2880.0,3937092,15346166149.8,247085,0.00683793953548717,3708.1675000000005,3597.678,1
2022-01-11,3856.0,3925.0,3856.0,3879.85,3917.0,3915.9,3896.96,3989.9,2880.0,1906106,7428014700.35,160870,0.009291596324600304,3722.7725,3608.041,0
2022-01-12,3925.0,3929.0,3836.55,3915.9,3857.0,3859.9,3874.16,3989.9,2880.0,3203744,12411815990.8,241232,-0.014300671620827932,3737.25,3615.7110000000002,1
2022-01-13,3918.0,3923.0,3857.0,3859.9,3898.0,3897.9,3891.72,3989.9,2880.0,6684507,26014258279.5,401435,0.009844814632503418,3753.065,3623.985,1
2022-01-14,3877.85,3977.0,3860.05,3897.9,3965.35,3968.15,3924.25,3989.9,2880.0,3348123,13138881273.1,213960,0.018022524949331764,3772.2549999999997,3633.5029999999997,1
2022-01-17,3992.7,4043.0,3962.3,3968.15,4025.0,4019.15,4010.33,4043.0,2880.0,3442604,13805980840.45,230947,0.012852336731222325,3795.3675000000003,3643.7129999999997,0
2022-01-18,4033.95,4041.7,3980.0,4019.15,3993.95,3990.6,4009.82,4043.0,2880.0,2389041,9579619424.1,185771,-0.007103492031897307,3814.4824999999996,3653.47,0
2022-01-19,4012.0,4012.0,3910.5,3990.6,3914.7,3914.65,3937.16,4043.0,2880.0,3102539,12215195983.15,260043,-0.01903222573046659,3828.6775000000002,3661.6489999999994,0
2022-01-20,3910.0,3920.0,3811.0,3914.65,3833.15,3826.55,3843.03,4043.0,2880.0,6176776,23737557017.75,349194,-0.02250520480758178,3836.87,3668.494,1
2022-01-21,3807.0,3851.55,3771.1,3826.55,3840.0,3833.5,3820.58,4043.0,2880.0,3112358,11891026050.45,240408,0.0018162574642954787,3845.0,3675.4,0
2022-01-24,3840.0,3849.65,3740.1,3833.5,3769.95,3771.35,3783.08,4043.0,2880.0,3258414,12326830753.15,288359,-0.016212338593974196,3848.7625,3680.3060000000005,0
2022-01-25,3769.5,3809.4,3722.2,3771.35,3765.0,3769.9,3763.15,4043.0,2880.0,3330501,12533182476.5,298567,-0.00038447770692184857,3851.9299999999994,3684.638,0
2022-01-27,3731.0,3733.4,3625.1,3769.9,3652.0,3649.25,3669.1,4043.0,2880.0,5718297,20981028870.55,473910,-0.03200350141913577,3849.6575,3686.495,1
2022-01-28,3646.0,3729.8,3646.0,3649.25,3697.85,3690.05,3702.94,4043.0,2880.0,3143862,11641524811.25,226989,0.011180379530040474,3847.4725,3689.8579999999997,1
2022-01-31,3749.0,3758.0,3721.4,3690.05,3744.95,3736.25,3741.03,4043.0,2880.0,2739393,10248148872.1,193114,0.012520155553447765,3847.3674999999994,3695.0690000000004,1
2022-02-01,3770.0,3808.0,3736.4,3736.25,3805.0,3800.65,3781.44,4043.0,2880.0,2105169,7960578363.5,149564,0.017236533957845523,3846.5125,3701.9139999999998,1
2022-02-02,3827.9,3864.0,3800.65,3800.65,3863.0,3856.2,3841.31,4043.0,2880.0,1984212,7621963889.9,139468,0.014615920960888262,3845.085,3709.7529999999997,0
2022-02-03,3851.0,3882.5,3816.05,3856.2,3819.0,3824.6,3850.57,4043.0,2880.0,1960538,7549182942.05,137513,-0.008194595715989794,3843.2674999999995,3717.3790000000004,0
2022-02-04,3815.3,3824.7,3769.0,3824.6,3818.0,3814.9,3804.03,4043.0,2880.0,2307366,8777283685.05,160651,-0.0025362129373005526,3843.6400000000003,3724.759,0
2022-02-07,3791.0,3831.8,3756.15,3814.9,3781.8,3779.0,3791.19,4043.0,2880.0,1919149,7275863610.7,159690,-0.009410469474953498,3839.915,3731.402,0
2022-02-08,3791.55,3799.7,3721.0,3779.0,3738.0,3743.45,3741.49,4043.0,2880.0,2946443,11024097961.5,209984,-0.00940725059539571,3833.095,3736.231,1
2022-02-09,3750.0,3777.95,3746.1,3743.45,3761.65,3760.55,3761.99,4043.0,2880.0,1638721,6164860124.35,124222,0.004567978736192746,3825.3275000000003,3740.8590000000004,1
2022-02-10,3789.8,3789.8,3758.0,3760.55,3765.7,3770.35,3771.41,4043.0,2880.0,2112459,7966959377.85,127158,0.0026060017816542658,3820.85,3744.71,0
2022-02-11,3752.5,3752.5,3690.0,3770.35,3693.0,3694.95,3703.65,4043.0,2880.0,3851488,14264552938.2,242420,-0.019998143408436864,3810.7025000000003,3745.7509999999997,1
2022-02-14,3724.0,3793.25,3710.0,3694.95,3729.15,3733.75,3749.84,4043.0,2880.0,5951745,22318114654.2,452110,0.010500818684961999,3798.9825000000005,3747.6169999999997,1
2022-02-15,3786.0,3835.0,3748.0,3733.75,3832.95,3817.8,3784.27,4043.0,2880.0,3931683,14878547124.95,347451,0.022510880482089046,3788.9149999999995,3753.245,0
2022-02-16,3844.0,3854.1,3806.0,3817.8,3810.0,3813.1,3822.91,4043.0,2880.0,3256906,12450874614.35,224789,-0.0012310754885013209,3780.04,3757.817,0
2022-02-17,3825.0,3835.0,3779.0,3813.1,3783.85,3784.2,3796.61,4043.0,2880.0,3134372,11900002924.7,259784,-0.007579135086937194,3773.5174999999995,3760.9629999999997,1
2022-02-18,3769.0,3815.95,3757.6,3784.2,3800.0,3793.9,3788.53,4043.0,2880.0,3688883,13975451807.2,286278,0.002563289466730234,3771.8850000000007,3764.8059999999996,0
2022-02-21,3810.0,3827.8,3705.55,3793.9,3719.35,3719.4,3746.53,4043.0,2880.0,7465922,27971335681.4,521065,-0.019636785365982234,3766.1800000000003,3766.4580000000005,0
2022-02-22,3650.0,3667.9,3570.0,3719.4,3590.0,3586.4,3596.79,4043.0,2880.0,5408531,19453348172.2,334519,-0.03575845566489222,3756.9325,3765.993,0
2022-02-23,3611.0,3622.9,3555.65,3586.4,3571.9,3563.8,3581.54,4043.0,2880.0,2426203,8689549721.75,166091,-0.0063015837608744185,3746.6275,3764.7929999999997,0
2022-02-24,3474.0,3483.85,3391.1,3563.8,3400.45,3401.65,3440.54,4043.0,2880.0,5039136,17337349379.3,344070,-0.04549918626185534,3734.2475000000004,3761.419,1
2022-02-25,3468.0,3530.0,3462.0,3401.65,3525.0,3520.75,3508.31,4043.0,2880.0,2549723,8945212715.3,178046,0.03501242044302022,3725.7825000000003,3760.2019999999993,1
2022-02-28,3490.0,3563.75,3455.9,3520.75,3550.15,3554.2,3529.86,4043.0,2901.8,3288942,11609499907.55,157832,0.009500816587374894,3716.6800000000003,3759.599,0
2022-03-02,3552.5,3571.95,3506.0,3554.2,3549.0,3546.15,3537.16,4043.0,2901.8,2761341,9767303515.95,159497,-0.0022649260030386253,3703.9549999999995,3759.3839999999996,0
2022-03-03,3562.85,3578.6,3530.1,3546.15,3544.0,3544.4,3553.27,4043.0,2901.8,1928039,6850848054.25,162316,-0.0004934929430508994,3688.3650000000002,3758.1059999999998,0
2022-03-04,3501.5,3561.2,3487.05,3544.4,3519.8,3524.35,3525.56,4043.0,2901.8,2370257,8356482128.95,150154,-0.005656810743708385,3673.3525,3755.978,0
2022-03-07,3450.0,3548.0,3431.55,3524.35,3481.1,3484.9,3491.46,4043.0,2987.05,3054130,10663373904.35,240636,-0.01119355342119821,3656.8525,3752.4219999999996,1
2022-03-08,3460.0,3609.0,3460.0,3484.9,3594.0,3599.95,3570.91,4043.0,2987.05,3300992,11787552347.95,182907,0.03301385979511595,3647.9,3751.0029999999997,1
2022-03-09,3605.0,3654.0,3597.05,3599.95,3640.7,3632.6,3631.79,4043.0,2987.05,2719654,9877225026.5,171411,0.009069570410700223,3642.3574999999996,3749.7329999999997,0
2022-03-10,3684.0,3684.0,3615.0,3632.6,3621.05,3620.95,3639.93,4043.0,2987.05,2005441,7299662362.8,129608,-0.003207069316742861,3635.3775,3748.0209999999997,0
2022-03-11,3603.25,3639.85,3592.85,3620.95,3603.0,3599.15,3615.45,4043.0,2987.05,1623423,5869407353.85,119798,-0.0060205194769328285,3626.8175,3746.11,1
2022-03-14,3580.0,3648.35,3580.0,3599.15,3645.0,3643.0,3620.43,4043.0,2987.05,1765688,6392547278.65,119156,0.012183432199269317,3624.22,3744.295,0
2022-03-15,3659.0,3659.0,3585.4,3643.0,3598.0,3593.9,3627.9,4043.0,2987.05,3651133,13245962358.7,154118,-0.013477902827340071,3617.2274999999995,3741.4060000000004,1
2022-03-16,3640.5,3668.0,3616.25,3593.9,3657.55,3655.9,3640.94,4043.0,2987.05,3090475,11252241518.05,94898,0.017251453852360932,3609.1325000000006,3738.1690000000003,1
2022-03-17,3696.6,3710.0,3660.3,3655.9,3674.95,3672.75,3685.79,4043.0,2987.05,3600452,13270520963.0,139747,0.004608988210837328,3602.1150000000002,3733.929,0
2022-03-21,3696.0,3713.95,3615.0,3672.75,3620.0,3626.7,3650.28,4043.0,3004.0,2413831,8811169624.5,131933,-0.012538288748213278,3594.2400000000002,3729.244,1
2022-03-22,3640.0,3711.0,3625.0,3626.7,3704.95,3700.95,3674.13,4043.0,3004.0,2907611,10682934318.3,124599,0.020473157415832555,3589.5924999999997,3727.1139999999996,1
2022-03-23,3708.0,3729.8,3690.0,3700.95,3710.0,3712.4,3708.22,4043.0,3004.0,1596195,5919042115.35,82816,0.0030938002404787834,3589.2425000000003,3724.2919999999995,1
2022-03-24,3700.0,3758.2,3695.0,3712.4,3740.5,3749.85,3741.33,4043.0,3004.0,1879046,7030133316.7,86810,0.01008781381316659,3597.415,3721.692,0
2022-03-25,3759.9,3779.5,3672.0,3749.85,3710.0,3707.45,3716.53,4043.0,3004.0,1690133,6281432591.55,101622,-0.011307118951424777,3604.5975,3717.5229999999997,1
2022-03-28,3695.0,3713.0,3661.2,3707.45,3700.0,3707.7,3689.86,4043.0,3004.0,1760990,6497804966.2,119630,6.743179274160127e-05,3619.9,3714.479,0
2022-03-29,3694.75,3722.0,3691.0,3707.7,3701.0,3705.35,3707.08,4043.0,3004.0,2689063,9968577738.75,166424,-0.0006338161124146424,3629.1299999999997,3710.6279999999997,1
2022-03-30,3738.0,3738.0,3706.2,3705.35,3730.0,3731.55,3723.34,4043.0,3004.0,1583455,5895744278.15,109724,0.007070857004061848,3637.9975,3705.896,1
2022-03-31,3740.0,3754.65,3720.2,3731.55,3742.85,3739.95,3743.43,4043.0,3004.0,2168110,8116163209.35,146788,0.0022510752904287834,3647.6875,3700.312,1
2022-04-01,3748.0,3763.0,3728.05,3739.95,3759.0,3758.75,3747.37,4043.0,3004.0,1387014,5197652138.25,91136,0.005026805171192139,3658.4049999999997,3695.675,1
2022-04-04,3762.0,3780.0,3737.1,3758.75,3771.0,3770.35,3767.16,4043.0,3004.0,1472994,5548997654.95,101419,0.003086132357831728,3670.7050000000004,3692.789,1
2022-04-05,3772.0,3835.6,3772.0,3770.35,3812.5,3814.8,3813.04,4043.0,3004.0,2314947,8826982342.8,163963,0.011789356425796038,3687.2,3692.5539999999996,0
2022-04-06,3809.3,3809.3,3731.15,3814.8,3752.0,3755.35,3761.93,4043.0,3004.0,2051729,7718464770.35,132368,-0.015584041103072321,3694.97,3690.991,0
2022-04-07,3745.5,3745.5,3679.0,3755.35,3682.95,3684.15,3705.25,4043.0,3004.0,2494829,9243973241.15,149240,-0.018959617612206547,3697.5475000000006,3689.2469999999994,1
2022-04-08,3690.0,3705.0,3642.5,3684.15,3690.05,3685.65,3677.34,4043.0,3004.0,2296773,8446026504.2,134082,0.0004071495460282737,3700.7825,3687.562,1
2022-04-11,3690.0,3712.35,3656.1,3685.65,3699.0,3696.4,3690.42,4043.0,3004.0,2291660,8457191677.85,171882,0.0029167175396469514,3705.6449999999995,3688.505,0
2022-04-12,3683.0,3739.0,3648.35,3696.4,3686.0,3691.1,3706.35,4043.0,3004.0,4483476,16617340654.7,254563,-0.0014338275078454865,3708.05,3688.5260000000003,0
2022-04-13,3707.0,3709.85,3655.55,3691.1,3664.95,3661.95,3673.55,4043.0,3004.0,1621672,5957287429.65,103822,-0.00789737476632979,3711.4525000000003,3687.04,0
2022-04-18,3610.0,3610.0,3522.5,3661.95,3531.8,3528.05,3548.77,4043.0,3004.0,3820792,13559130603.8,324929,-0.03656521798495327,3705.06,3681.5880000000006,0
2022-04-19,3550.0,3563.55,3439.15,3528.05,3462.0,3471.9,3508.54,4043.0,3004.0,3170014,11122129456.75,208443,-0.015915307322742045,3695.0174999999995,3673.902,1
2022-04-20,3500.0,3569.15,3480.0,3471.9,3558.0,3556.8,3546.74,4043.0,3004.0,2640370,9364702419.1,185024,0.024453469281949358,3691.5225,3668.546,1
2022-04-21,3580.0,3644.0,3567.4,3556.8,3621.0,3628.65,3619.23,4043.0,3004.0,2280996,8255439639.1,136751,0.020200742240215952,3687.9075000000003,3664.821,0
2022-04-22,3581.1,3617.0,3571.5,3628.65,3613.0,3612.55,3602.06,4043.0,3004.0,1581465,5696536818.6,93552,-0.004436911799153953,3682.9149999999995,3661.492,0
2022-04-25,3558.0,3584.0,3533.1,3612.55,3546.05,3548.2,3557.8,4043.0,3004.0,1960694,6975753255.7,146368,-0.017812902243567685,3672.8325000000004,3657.5869999999995,0
2022-04-26,3575.15,3587.9,3518.15,3548.2,3544.0,3546.3,3550.67,4043.0,3004.0,1943469,6900626735.65,139910,-0.0005354827800010398,3664.775,3653.302,1
2022-04-27,3546.0,3568.45,3506.3,3546.3,3560.0,3561.2,3540.41,4043.0,3004.0,1727648,6116579202.75,111612,0.004201562191579855,3657.45,3649.1189999999997,1
2022-04-28,3588.0,3604.4,3538.05,3561.2,3580.0,3584.3,3574.03,4043.0,3004.0,1703660,6088933925.5,122574,0.006486577558126649,3651.3975,3646.9060000000004,0
2022-04-29,3597.0,3623.25,3536.85,3584.3,3548.0,3546.7,3576.78,4043.0,3004.0,2051115,7336393454.55,107015,-0.010490193343191234,3642.155,3643.165,0
2022-05-02,3519.9,3547.95,3492.75,3546.7,3538.7,3542.4,3520.91,4043.0,3004.0,1324161,4662247237.85,118662,-0.0012123946203512759,3632.2775,3637.657,0
2022-05-04,3538.5,3545.45,3465.3,3542.4,3483.8,3479.75,3511.35,4043.0,3004.0,2305825,8096556485.0,174763,-0.017685749774164483,3618.3275000000003,3630.99,1
