DATE,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES,Return,MA_20,MA_50,Target
2020-04-03,1740.0,1740.0,1650.0,1708.75,1659.0,1654.2,1688.3,2296.2,1506.05,5735529,9683316717.35,244588,-0.031923920994879285,1794.6225000000002,2000.674,1
2020-04-07,1710.0,1785.85,1705.0,1654.2,1765.85,1775.2,1747.2,2296.2,1506.05,5427965,9483750315.95,232534,0.07314714061177607,1777.1299999999999,1992.3590000000002,0
2020-04-08,1760.0,1806.0,1701.0,1775.2,1708.0,1705.45,1736.76,2296.2,1506.05,6285616,10916585385.25,276600,-0.03929134745380802,1756.5800000000004,1982.8,1
2020-04-09,1750.45,1778.8,1731.2,1705.45,1761.0,1766.15,1759.13,2296.2,1506.05,5307649,9336868535.45,184889,0.03559177929578716,1746.2699999999998,1974.7379999999998,0
2020-04-13,1761.0,1787.0,1746.0,1766.15,1761.6,1759.25,1761.05,2296.2,1506.05,2990478,5266381662.6,105582,-0.003906802932933218,1736.5475,1966.2479999999998,0
2020-04-15,1785.0,1812.0,1727.8,1759.25,1735.0,1735.15,1774.09,2296.2,1506.05,4761401,8447176543.0,196087,-0.013699019468523477,1734.8125,1957.8590000000002,0
2020-04-16,1709.95,1764.9,1675.05,1735.15,1720.5,1716.05,1720.54,2296.2,1506.05,6245583,10745755665.25,284814,-0.011007693859320544,1730.3,1949.4229999999998,1
2020-04-17,1800.0,1851.95,1753.0,1716.05,1810.0,1806.2,1815.31,2296.2,1506.05,9895825,17964025727.1,363192,0.05253343434049129,1735.7899999999997,1943.9660000000001,1
2020-04-20,1830.0,1830.0,1802.5,1806.2,1818.6,1818.65,1815.63,2296.2,1506.05,3244293,5890435540.8,136285,0.006892924371608933,1743.8224999999998,1937.0420000000001,0
2020-04-21,1765.0,1794.6,1727.7,1818.65,1737.75,1737.65,1749.84,2296.2,1506.05,5122606,8963743508.55,190349,-0.04453853132818297,1747.9850000000001,1929.745,1
2020-04-22,1737.65,1790.0,1719.15,1737.65,1773.0,1769.5,1754.72,2296.2,1506.05,3829839,6720279557.6,180947,0.018329352861623294,1754.6425,1922.98,1
2020-04-23,1780.0,1900.0,1760.85,1769.5,1867.1,1878.25,1844.03,2296.2,1506.05,5934424,10943235329.5,257398,0.06145803899406621,1758.6825000000001,1917.614,0
2020-04-24,1840.7,1851.95,1807.8,1878.25,1821.0,1818.55,1825.54,2296.2,1506.05,2987150,5453169062.4,142967,-0.031784906162651394,1766.125,1911.418,1
